City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Guane,22.2025,-84.0875,64.63,65,0,8.21,CU,2022-03-28 03:31:27
296,Bathsheba,13.2167,-59.5167,77.61,73,20,16.11,BB,2022-03-28 03:31:27
297,Oktyabrskoye,43.0645,44.7417,28.54,86,100,6.71,RU,2022-03-28 03:31:27
298,Katsuura,35.1333,140.3,54.37,82,100,15.75,JP,2022-03-28 03:31:28
299,Concordia,-31.393,-58.0209,60.78,99,49,3.67,AR,2022-03-28 03:28:19
300,Naze,28.3667,129.4833,65.32,67,96,9.04,JP,2022-03-28 03:31:28
301,Ovalle,-30.5983,-71.2003,68.94,58,3,2.3,CL,2022-03-28 03:29:37
302,Port-Gentil,-0.7193,8.7815,81.45,82,99,10.31,GA,2022-03-28 03:22:19
303,Vanavara,60.34,102.2797,18.27,87,100,7.96,RU,2022-03-28 03:31:29
304,Alyangula,-13.8483,136.4192,93.07,46,40,6.91,AU,2022-03-28 03:31:29
305,Zhaoyuan,37.3592,120.3964,55.18,26,1,13.0,CN,2022-03-28 03:31:30
306,Hirara,24.8,125.2833,69.66,83,75,20.71,JP,2022-03-28 03:31:30
307,Kaiserslautern,49.45,7.75,43.11,100,0,0.0,DE,2022-03-28 03:31:31
308,Orsha,54.5153,30.4053,29.57,77,100,17.83,BY,2022-03-28 03:31:31
309,Tokmak,47.2514,35.7058,29.44,59,56,6.93,UA,2022-03-28 03:31:31
310,Lewistown,40.5992,-77.5714,26.19,73,0,12.66,US,2022-03-28 03:31:32
311,Berlevag,70.8578,29.0864,19.4,66,100,14.14,NO,2022-03-28 03:31:32
312,Teya,60.3778,92.6267,21.25,85,99,4.21,RU,2022-03-28 03:31:33
313,Hearst,49.6835,-83.6665,5.25,94,100,8.55,CA,2022-03-28 03:31:33
314,Dombarovskiy,50.7587,59.5386,34.11,92,100,20.89,RU,2022-03-28 03:31:33
315,Husavik,66.0449,-17.3389,23.76,72,99,7.47,IS,2022-03-28 03:31:34
316,Wolfenbuttel,52.1667,10.55,45.14,80,20,0.0,DE,2022-03-28 03:31:34
317,Faya,18.3851,42.4509,53.71,31,0,2.13,SA,2022-03-28 03:31:34
318,Roald,62.5833,6.1333,43.75,75,75,21.85,NO,2022-03-28 03:32:35
319,Arrifes,37.7667,-25.7,57.45,82,75,9.22,PT,2022-03-28 03:32:35
320,Khingansk,49.1167,131.1833,31.62,70,38,7.16,RU,2022-03-28 03:32:36
321,Kieta,-6.2167,155.6333,82.47,82,61,8.08,PG,2022-03-28 03:32:36
322,Yaya,56.206,86.44,24.76,77,6,11.9,RU,2022-03-28 03:32:36
323,Ampanihy,-24.7,44.75,71.22,88,99,10.8,MG,2022-03-28 03:32:37
324,Los Llanos De Aridane,28.6585,-17.9182,60.55,94,20,16.11,ES,2022-03-28 03:32:37
325,Andenes,69.3143,16.1194,24.78,63,40,27.63,NO,2022-03-28 03:32:38
326,Nushki,29.5542,66.0215,77.16,11,0,2.26,PK,2022-03-28 03:32:38
327,Safaga,26.7292,33.9365,61.68,40,0,20.71,EG,2022-03-28 03:32:38
328,Gawler,-34.6,138.7333,85.6,41,2,12.91,AU,2022-03-28 03:30:47
329,Changde,29.0464,111.6783,66.81,54,0,7.2,CN,2022-03-28 03:32:39
330,Meulaboh,4.1363,96.1285,84.42,65,92,2.13,ID,2022-03-28 03:32:39
331,Sault Sainte Marie,46.5168,-84.3333,16.09,57,100,17.27,CA,2022-03-28 03:30:12
332,Solnechnyy,50.7214,136.6319,28.81,81,59,5.03,RU,2022-03-28 03:32:40
333,Ogbomosho,8.133,4.25,75.52,88,43,3.2,NG,2022-03-28 03:32:40
334,Mana,5.6592,-53.7767,76.75,87,100,10.13,GF,2022-03-28 03:32:41
335,Saint John,45.2727,-66.0677,39.2,99,75,6.91,CA,2022-03-28 03:32:41
336,Lakes Entrance,-37.8811,147.981,74.68,50,100,5.17,AU,2022-03-28 03:32:41
337,Fiume Veneto,45.9328,12.7308,50.86,73,0,2.04,IT,2022-03-28 03:32:42
338,Mchinji,-13.7984,32.8802,63.55,99,100,3.6,MW,2022-03-28 03:32:42
339,Marawi,7.9986,124.2928,77.13,82,47,2.1,PH,2022-03-28 03:32:43
340,Tete,-16.1564,33.5867,77.09,78,40,9.22,MZ,2022-03-28 03:32:43
341,Nalut,30.3333,10.85,61.36,30,2,9.95,LY,2022-03-28 03:32:43
342,Mikun,62.3547,50.0771,10.89,93,100,9.69,RU,2022-03-28 03:32:44
343,Garachine,8.0647,-78.3628,77.38,88,100,9.33,PA,2022-03-28 03:32:44
344,Bouca,6.5105,18.2733,70.47,28,70,3.96,CF,2022-03-28 03:32:44
345,Pestovo,58.5938,35.8024,19.54,89,100,7.65,RU,2022-03-28 03:32:45
346,Kununurra,-15.7667,128.7333,94.98,46,91,5.75,AU,2022-03-28 03:32:45
347,Gigmoto,13.7796,124.39,83.98,72,100,10.2,PH,2022-03-28 03:32:46
348,Nemuro,43.3236,145.575,35.85,75,86,11.23,JP,2022-03-28 03:32:46
349,Dicabisagan,17.0818,122.4157,86.38,62,52,6.85,PH,2022-03-28 03:32:49
350,Pevek,69.7008,170.3133,-6.07,92,21,6.6,RU,2022-03-28 03:32:50
351,Narsaq,60.9167,-46.05,41.22,69,17,7.23,GL,2022-03-28 03:32:50
352,Melilla,35.2937,-2.9383,59.38,88,100,10.36,ES,2022-03-28 03:32:50
353,Phalaborwa,-23.943,31.1411,67.57,88,47,8.61,ZA,2022-03-28 03:32:51
354,Chilapa,22.032,-105.2317,65.08,68,4,2.1,MX,2022-03-28 03:32:51
355,Egvekinot,66.3167,-179.1667,2.08,92,9,1.36,RU,2022-03-28 03:32:51
356,Khash,28.2211,61.2158,67.26,14,0,7.65,IR,2022-03-28 03:32:52
357,Sabzevar,36.2126,57.6819,40.28,48,0,9.22,IR,2022-03-28 03:32:52
358,Mayskiy,47.6931,40.1025,26.01,59,20,14.63,RU,2022-03-28 03:32:52
359,Krasnokamensk,50.0979,118.0369,36.9,49,91,16.78,RU,2022-03-28 03:32:53
360,Saint-Francois,46.4154,3.9054,35.04,93,9,2.3,FR,2022-03-28 03:32:53
361,Flinders,-34.5833,150.8552,73.06,85,98,9.82,AU,2022-03-28 03:32:54
362,Kangaatsiaq,68.3065,-53.4641,11.71,80,45,8.97,GL,2022-03-28 03:32:54
363,Byron Bay,-28.65,153.6167,71.49,95,100,10.31,AU,2022-03-28 03:32:54
364,Manolas,38.05,21.35,55.29,81,75,6.91,GR,2022-03-28 03:32:55
365,Ketchikan,55.3422,-131.6461,46.87,61,0,10.36,US,2022-03-28 03:33:55
366,Coahuayana,18.7333,-103.6833,68.32,75,1,3.74,MX,2022-03-28 03:33:56
367,Iracoubo,5.4802,-53.2011,77.38,84,100,11.61,GF,2022-03-28 03:33:56
368,Zyryanka,65.75,150.85,13.98,80,62,4.45,RU,2022-03-28 03:33:56
369,Kruisfontein,-34.0033,24.7314,66.9,55,10,8.68,ZA,2022-03-28 03:33:57
370,Mbandaka,0.0487,18.2603,74.75,85,95,2.91,CD,2022-03-28 03:33:57
371,Bijie,27.3125,105.2942,60.82,53,2,10.96,CN,2022-03-28 03:33:58
372,Talnakh,69.4865,88.3972,6.73,94,98,5.44,RU,2022-03-28 03:29:49
373,Olavarria,-36.8927,-60.3225,60.03,74,0,2.93,AR,2022-03-28 03:33:58
374,Sterlibashevo,53.4376,55.2578,28.27,91,97,12.39,RU,2022-03-28 03:33:58
375,Carauari,-4.8828,-66.8958,72.45,100,100,1.77,BR,2022-03-28 03:33:59
376,Murray Bridge,-35.1167,139.2667,85.82,44,2,13.06,AU,2022-03-28 03:33:59
377,Santa Maria,-29.6842,-53.8069,60.1,94,0,1.14,BR,2022-03-28 03:34:00
378,Norman Wells,65.282,-126.8329,6.84,78,100,4.61,CA,2022-03-28 03:34:00
379,Tessalit,20.1986,1.0114,78.87,8,69,10.51,ML,2022-03-28 03:34:00
380,Nagapattinam,10.7667,79.8333,87.28,62,5,8.39,IN,2022-03-28 03:34:01
381,Chik,54.9928,82.4311,13.75,61,0,4.47,RU,2022-03-28 03:34:01
382,Fort Nelson,58.8053,-122.7002,27.99,69,75,2.3,CA,2022-03-28 03:34:01
383,Pisco,-13.7,-76.2167,68.05,77,0,8.05,PE,2022-03-28 03:34:02
384,Sao Joao Da Barra,-21.6403,-41.0511,76.82,91,8,4.03,BR,2022-03-28 03:34:02
385,Grand Gaube,-20.0064,57.6608,79.2,83,3,3.0,MU,2022-03-28 03:34:02
386,Chenzhou,25.8,113.0333,59.52,77,100,1.57,CN,2022-03-28 03:34:03
387,Birao,10.2849,22.7882,70.83,12,16,10.49,CF,2022-03-28 03:34:03
388,Sao Filipe,14.8961,-24.4956,70.16,75,100,6.38,CV,2022-03-28 03:34:04
389,Cape Canaveral,28.4058,-80.6048,69.98,50,0,14.97,US,2022-03-28 03:34:04
390,Nova Olinda Do Norte,-3.8881,-59.0942,74.1,98,100,0.76,BR,2022-03-28 03:34:04
391,Haimen,23.1935,116.6142,59.04,82,100,13.04,CN,2022-03-28 03:34:05
392,Salinopolis,-0.6136,-47.3561,78.39,86,100,9.93,BR,2022-03-28 03:34:05
393,Mayor Pablo Lagerenza,-19.9309,-60.7718,76.73,41,96,3.13,PY,2022-03-28 03:34:06
394,Yulara,-25.2406,130.9889,91.24,9,94,5.75,AU,2022-03-28 03:34:06
395,Tilichiki,60.4667,166.1,14.31,81,100,13.29,RU,2022-03-28 03:34:06
396,Kichera,55.9375,110.0997,15.28,81,100,6.8,RU,2022-03-28 03:34:07
397,Linxia,35.6003,103.2064,57.43,17,4,4.92,CN,2022-03-28 03:34:07
398,Balkhash,46.844,74.9804,34.41,93,40,6.71,KZ,2022-03-28 03:34:07
399,Bugene,-1.5911,31.1403,56.59,96,75,1.5,TZ,2022-03-28 03:34:08
400,Brae,60.3964,-1.353,45.1,85,33,15.99,GB,2022-03-28 03:34:08
401,Batagay-Alyta,67.8006,130.4114,11.37,67,79,3.4,RU,2022-03-28 03:34:09
402,Lohardaga,23.4333,84.6833,89.33,7,0,6.51,IN,2022-03-28 03:34:09
403,Suntar,62.1444,117.6319,23.88,82,100,5.3,RU,2022-03-28 03:34:09
404,Terra Santa,-2.1042,-56.4869,73.87,97,100,1.95,BR,2022-03-28 03:34:10
405,Mapimi,25.8167,-103.85,68.92,13,83,6.35,MX,2022-03-28 03:34:10
406,Gladstone,-23.85,151.25,76.93,78,40,8.05,AU,2022-03-28 03:31:07
407,Togitsu,32.8333,129.85,60.78,51,75,8.05,JP,2022-03-28 03:34:11
408,Severo-Kurilsk,50.6789,156.125,31.8,90,96,25.7,RU,2022-03-28 03:34:11
409,La Ronge,55.1001,-105.2842,19.65,58,75,9.22,CA,2022-03-28 03:34:11
410,Verkhnetulomskiy,68.6073,31.7962,1.53,99,98,0.96,RU,2022-03-28 03:34:12
411,Belmonte,-15.8631,-38.8828,77.05,80,95,6.26,BR,2022-03-28 03:34:12
412,Jieshi,22.8134,115.8257,61.95,80,100,9.93,CN,2022-03-28 03:35:13
413,Itarema,-2.9248,-39.9167,76.78,90,98,7.11,BR,2022-03-28 03:35:13
414,Mathathane,-22.2687,28.7495,67.23,86,7,10.29,BW,2022-03-28 03:35:13
415,Jiayuguan,39.8167,98.3,50.18,22,95,17.9,CN,2022-03-28 03:35:14
416,Labytnangi,66.6572,66.4183,18.39,95,100,9.44,RU,2022-03-28 03:35:14
417,Ekuvukeni,-28.4675,30.1551,63.16,84,100,3.15,ZA,2022-03-28 03:35:15
418,Cedar City,37.6775,-113.0619,58.39,18,0,10.36,US,2022-03-28 03:35:15
419,Cukai,4.25,103.4167,89.55,61,2,5.39,MY,2022-03-28 03:35:15
420,Juegang,32.3174,121.1855,51.3,53,42,10.98,CN,2022-03-28 03:35:16
421,Havre-Saint-Pierre,50.2334,-63.5986,30.56,100,100,10.36,CA,2022-03-28 03:35:16
422,Touros,-5.1989,-35.4608,78.89,86,85,8.75,BR,2022-03-28 03:35:17
423,Provost,52.3501,-110.2683,39.65,86,100,8.52,CA,2022-03-28 03:35:17
424,Ust-Barguzin,53.45,108.9833,20.25,65,54,8.5,RU,2022-03-28 03:35:17
425,Sinnamary,5.3833,-52.95,77.34,85,100,11.81,GF,2022-03-28 03:35:18
426,Natal,-5.795,-35.2094,77.22,100,20,4.61,BR,2022-03-28 03:35:18
427,Shitanjing,39.2342,106.3439,51.75,33,17,10.8,CN,2022-03-28 03:35:19
428,Yeppoon,-23.1333,150.7333,89.38,56,11,8.9,AU,2022-03-28 03:35:19
429,Kiama,-34.6833,150.8667,75.99,96,99,11.14,AU,2022-03-28 03:35:19
430,Maragogi,-9.0122,-35.2225,78.01,85,96,7.27,BR,2022-03-28 03:35:20
431,Bethanien,-26.502,17.1583,71.58,36,0,1.05,NA,2022-03-28 03:35:21
432,Kochevo,59.5994,54.3125,18.46,89,100,8.43,RU,2022-03-28 03:35:21
433,Cabras,39.93,8.5314,47.25,68,5,6.55,IT,2022-03-28 03:35:21
434,Pathein,16.7833,94.7333,93.4,42,66,8.88,MM,2022-03-28 03:35:21
435,Asyut,27.181,31.1837,50.18,46,0,9.95,EG,2022-03-28 03:35:22
436,Ranong,9.9658,98.6348,87.73,62,97,4.23,TH,2022-03-28 03:35:22
437,Mafeteng,-29.823,27.2374,52.2,51,0,4.23,LS,2022-03-28 03:35:23
438,Cozumel,20.5083,-86.9458,73.99,63,40,8.01,MX,2022-03-28 03:32:02
439,Neiafu,-18.65,-173.9833,79.48,89,75,9.22,TO,2022-03-28 03:35:23
440,Aykhal,66.0,111.5,10.8,88,99,8.46,RU,2022-03-28 03:35:24
441,Mangoso,11.4175,122.6382,86.0,67,43,8.84,PH,2022-03-28 03:35:24
442,Ganzhou,28.8184,115.4327,63.72,61,34,5.73,CN,2022-03-28 03:35:25
443,Maralal,1.0968,36.698,60.55,80,58,4.12,KE,2022-03-28 03:35:25
444,Cap-Aux-Meules,47.3821,-61.8597,32.02,93,77,2.3,CA,2022-03-28 03:35:25
445,Kahului,20.8947,-156.47,80.62,64,75,21.85,US,2022-03-28 03:33:14
446,Wamba,8.9333,8.6,72.21,16,46,3.13,NG,2022-03-28 03:35:26
447,Bilibino,68.0546,166.4372,5.04,81,99,1.92,RU,2022-03-28 03:35:26
448,Lorengau,-2.0226,147.2712,83.89,71,92,8.72,PG,2022-03-28 03:35:27
449,Tamalameque,8.8522,-73.8123,75.27,93,97,2.48,CO,2022-03-28 03:35:27
450,Rio Grande,-32.035,-52.0986,56.95,69,0,7.23,BR,2022-03-28 03:35:28
451,Pahrump,36.2083,-115.9839,71.51,11,18,5.01,US,2022-03-28 03:32:33
452,Pandamatenga,-18.5278,25.627,63.75,93,8,8.79,BW,2022-03-28 03:35:28
453,Whitehorse,60.7161,-135.0538,34.57,47,20,6.91,CA,2022-03-28 03:35:28
454,Zhigansk,66.7697,123.3711,17.19,92,100,6.44,RU,2022-03-28 03:35:29
455,Anderson,34.5334,-82.6499,52.68,43,0,6.91,US,2022-03-28 03:30:31
456,Dalby,-27.1833,151.2667,73.98,72,63,1.01,AU,2022-03-28 03:35:29
457,Las Vegas,36.175,-115.1372,83.08,8,0,19.57,US,2022-03-28 03:36:15
458,Turukhansk,65.8167,87.9833,7.47,90,100,4.76,RU,2022-03-28 03:32:45
459,Mangai,-4.05,19.5333,71.76,99,100,1.41,CD,2022-03-28 03:36:30
460,Izvoarele Sucevei,47.75,25.1833,32.95,67,10,4.59,RO,2022-03-28 03:36:30
461,Aqtobe,50.2797,57.2072,33.89,93,75,20.13,KZ,2022-03-28 03:36:31
462,Lere,10.387,8.5726,68.54,15,30,7.45,NG,2022-03-28 03:36:31
463,Hassleholm,56.1591,13.7664,42.58,89,55,13.71,SE,2022-03-28 03:36:31
464,Petropavlovsk-Kamchatskiy,53.0452,158.6483,34.39,75,75,8.95,RU,2022-03-28 03:36:32
465,Nsanje,-16.92,35.262,71.17,98,89,3.42,MW,2022-03-28 03:36:32
466,Whitecourt,54.1502,-115.6855,31.24,93,100,6.91,CA,2022-03-28 03:36:16
467,Hami,42.8,93.45,54.36,29,97,8.93,CN,2022-03-28 03:36:33
468,Laguna,38.421,-121.4238,61.75,63,0,11.5,US,2022-03-28 03:36:33
469,Yumen,40.2833,97.2,48.54,28,100,24.9,CN,2022-03-28 03:36:33
470,Ballina,-28.8667,153.5667,71.56,96,100,4.61,AU,2022-03-28 03:36:34
471,Irshava,48.3167,23.0385,36.23,52,10,3.42,UA,2022-03-28 03:36:34
472,Aleksandrovka,46.8383,32.7612,31.37,46,46,6.04,UA,2022-03-28 03:36:34
473,Grindavik,63.8424,-22.4338,41.47,87,100,16.11,IS,2022-03-28 03:36:35
474,Benguela,-12.5763,13.4055,78.37,79,100,0.92,AO,2022-03-28 03:36:35
475,Alofi,-19.0595,-169.9187,84.09,79,98,8.05,NU,2022-03-28 03:36:36
476,Umm Kaddadah,13.6017,26.6876,61.93,10,6,17.09,SD,2022-03-28 03:36:36
477,Praia,14.9215,-23.5087,68.54,77,20,16.11,CV,2022-03-28 03:36:37
478,Sao Felix Do Xingu,-6.6447,-51.995,72.16,99,100,0.85,BR,2022-03-28 03:36:37
479,Llanes,43.4198,-4.7549,55.89,71,95,4.29,ES,2022-03-28 03:36:37
480,Amapa,1.0,-52.0,70.88,99,99,2.8,BR,2022-03-28 03:36:38
481,Thinadhoo,0.5333,72.9333,81.63,64,7,5.48,MV,2022-03-28 03:36:38
482,Pak Phanang,8.3511,100.202,92.03,66,76,1.59,TH,2022-03-28 03:36:38
483,Mananjary,-21.2167,48.3333,76.6,89,90,3.04,MG,2022-03-28 03:36:39
484,Acarau,-2.8856,-40.12,77.49,89,97,8.28,BR,2022-03-28 03:36:39
485,Rio Gallegos,-51.6226,-69.2181,42.85,70,0,4.61,AR,2022-03-28 03:36:40
486,Chicama,-7.8447,-79.1469,66.74,70,94,4.43,PE,2022-03-28 03:36:40
487,Tura,25.5198,90.2201,88.68,32,7,3.09,IN,2022-03-28 03:36:40
488,Grand Haven,43.0631,-86.2284,26.98,62,100,1.01,US,2022-03-28 03:36:41
489,Mamallapuram,12.6264,80.1722,85.05,62,15,13.49,IN,2022-03-28 03:36:41
490,Kyrksaeterora,63.2906,9.0891,35.1,95,100,33.96,NO,2022-03-28 03:36:42
491,Fort Portal,0.6617,30.2748,58.77,94,90,2.42,UG,2022-03-28 03:36:42
492,Ngunguru,-35.6167,174.5,66.31,67,6,10.09,NZ,2022-03-28 03:36:42
493,Dunedin,-45.8742,170.5036,59.81,84,0,14.0,NZ,2022-03-28 03:31:51
494,Qandala,11.472,49.8728,78.98,51,3,2.55,SO,2022-03-28 03:36:43
495,Hualmay,-11.0964,-77.6139,70.83,83,76,8.12,PE,2022-03-28 03:36:43
496,Saint-Louis,16.3333,-15.0,69.44,46,88,13.78,SN,2022-03-28 03:36:44
497,Gidole,5.65,37.3667,61.0,61,63,4.52,ET,2022-03-28 03:36:44
498,Seoul,37.5683,126.9778,56.59,19,0,2.3,KR,2022-03-28 03:36:45
499,Bairiki,1.3292,172.9752,86.0,70,75,9.22,KI,2022-03-28 03:36:45
500,Neuquen,-38.9516,-68.0591,55.29,76,0,4.61,AR,2022-03-28 03:36:45
501,Xining,36.6167,101.7667,51.4,17,23,2.33,CN,2022-03-28 03:36:46
502,Sept-Iles,50.2001,-66.3821,30.63,95,75,5.75,CA,2022-03-28 03:35:17
503,Gulbene,57.1777,26.7529,33.98,83,98,11.21,LV,2022-03-28 03:37:46
504,Brigantine,39.4101,-74.3646,34.05,43,0,24.16,US,2022-03-28 03:37:47
505,Junagarh,19.8667,82.9333,96.87,9,8,1.34,IN,2022-03-28 03:37:47
506,Lavrentiya,65.5833,-171.0,11.32,85,28,4.45,RU,2022-03-28 03:37:48
507,Tiarei,-17.5333,-149.3333,86.02,74,39,13.89,PF,2022-03-28 03:37:48
508,Leh,34.1667,77.5833,29.61,64,12,2.46,IN,2022-03-28 03:37:48
509,Victoria,22.2855,114.1577,66.94,90,100,4.0,HK,2022-03-28 03:34:39
510,Taft,31.7471,54.2088,46.35,16,0,4.61,IR,2022-03-28 03:37:49
511,Takoradi,4.8845,-1.7554,79.81,88,98,7.07,GH,2022-03-28 03:37:49
512,Meiganga,6.5167,14.3,67.8,20,87,6.58,CM,2022-03-28 03:37:50
513,Taree,-31.9,152.4667,76.06,100,100,8.05,AU,2022-03-28 03:37:50
514,Jumla,29.2747,82.1838,64.74,26,2,4.94,NP,2022-03-28 03:37:51
515,Caucaia,-3.7361,-38.6531,78.75,85,75,4.61,BR,2022-03-28 03:37:51
516,Riwaka,-41.0833,173.0,72.01,54,0,4.52,NZ,2022-03-28 03:37:51
517,Puerto Madryn,-42.7692,-65.0385,61.29,50,1,4.16,AR,2022-03-28 03:37:52
518,George,-33.963,22.4617,72.95,43,0,4.61,ZA,2022-03-28 03:37:52
519,Darhan,49.4867,105.9228,30.25,39,100,20.56,MN,2022-03-28 03:37:36
520,Brunswick,41.2381,-81.8418,27.12,64,75,12.66,US,2022-03-28 03:37:53
521,Kempsey,-31.0833,152.8333,75.15,89,100,4.0,AU,2022-03-28 03:37:53
522,High Level,58.5169,-117.136,26.71,74,20,2.3,CA,2022-03-28 03:35:13
523,Murdochville,48.9583,-65.5006,23.88,98,89,4.0,CA,2022-03-28 03:37:54
524,Nantucket,41.2835,-70.0995,42.91,56,100,14.97,US,2022-03-28 03:37:54
525,Tacoronte,28.4769,-16.4102,56.25,84,20,8.01,ES,2022-03-28 03:37:55
526,Chingirlau,51.095,54.0814,26.85,93,80,9.53,KZ,2022-03-28 03:37:55
527,Qinggang,46.6833,126.0833,46.9,28,18,18.37,CN,2022-03-28 03:37:55
528,Hofn,64.2539,-15.2082,32.05,82,100,6.62,IS,2022-03-28 03:37:56
529,Siaya,0.0612,34.2882,66.07,88,93,2.15,KE,2022-03-28 03:37:56
530,Innisfail,-17.5333,146.0333,82.74,70,19,9.31,AU,2022-03-28 03:36:16
531,Redding,40.5865,-122.3917,64.17,40,0,8.05,US,2022-03-28 03:34:23
532,Puerto Asis,0.5133,-76.5007,69.67,99,100,1.05,CO,2022-03-28 03:37:57
