City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
216,Moussoro,13.6408,16.4901,69.37,6,36,18.05,TD,2022-03-28 03:28:47
217,Baghdad,33.3406,44.4009,46.31,61,0,5.75,IQ,2022-03-28 03:25:08
218,Magan,39.9683,-3.931,49.51,73,100,10.16,ES,2022-03-28 03:28:48
219,Ahvaz,31.3203,48.6693,53.55,37,0,4.61,IR,2022-03-28 03:28:48
220,Adzope,6.1069,-3.8619,75.65,93,93,2.19,CI,2022-03-28 03:28:48
221,Nelson Bay,-32.7167,152.15,75.25,84,99,3.11,AU,2022-03-28 03:28:48
222,Kodiak,57.79,-152.4072,35.11,100,100,29.93,US,2022-03-28 03:28:49
223,Murindo,6.9848,-76.7544,74.79,97,100,2.51,CO,2022-03-28 03:28:49
224,Kadyy,57.787,43.1903,17.19,81,100,10.67,RU,2022-03-28 03:28:50
225,Coquimbo,-29.9533,-71.3436,63.46,78,1,1.12,CL,2022-03-28 03:26:10
226,Dingle,10.9995,122.6711,88.3,58,22,13.29,PH,2022-03-28 03:28:50
227,Espanola,35.9911,-106.0806,64.38,18,73,1.99,US,2022-03-28 03:28:50
228,Hambantota,6.1241,81.1185,86.34,84,20,2.3,LK,2022-03-28 03:28:51
229,Tignere,7.3667,12.65,66.42,18,80,2.53,CM,2022-03-28 03:29:51
230,Springfield,37.2153,-93.2982,45.16,44,0,9.22,US,2022-03-28 03:26:12
231,Castro,-24.7911,-50.0119,60.21,92,1,3.11,BR,2022-03-28 03:29:52
232,Luau,-10.7073,22.2247,63.93,96,100,2.17,AO,2022-03-28 03:29:52
233,Murwillumbah,-28.3167,153.4,71.62,94,75,5.75,AU,2022-03-28 03:29:52
234,Progress,40.2851,-76.8314,28.78,47,75,18.41,US,2022-03-28 03:29:53
235,Dikson,73.5069,80.5464,-14.69,98,65,2.93,RU,2022-03-28 03:29:53
236,Christchurch,-43.5333,172.6333,66.42,70,14,18.41,NZ,2022-03-28 03:24:55
237,Helong,42.5397,128.9972,42.64,49,0,9.06,CN,2022-03-28 03:29:54
238,Maturin,9.75,-63.1767,73.04,93,100,6.22,VE,2022-03-28 03:29:54
239,Port Macquarie,-31.4333,152.9167,75.09,78,100,9.22,AU,2022-03-28 03:29:54
240,Te Anau,-45.4167,167.7167,75.54,38,1,2.82,NZ,2022-03-28 03:29:55
241,Ayna,-12.65,-73.9167,59.14,94,99,1.54,PE,2022-03-28 03:29:55
242,Sabang,5.8933,95.3214,83.39,69,84,3.15,ID,2022-03-28 03:29:55
243,Bajos De Haina,18.4154,-70.0332,74.32,91,40,0.0,DO,2022-03-28 03:29:56
244,Paamiut,61.994,-49.6678,25.05,77,74,8.7,GL,2022-03-28 03:29:56
245,Qaqortoq,60.7167,-46.0333,21.76,77,40,5.28,GL,2022-03-28 03:29:57
246,Sisimiut,66.9395,-53.6735,23.29,65,100,10.74,GL,2022-03-28 03:29:57
247,Fairbanks,64.8378,-147.7164,39.54,45,0,10.36,US,2022-03-28 03:19:45
248,Kaitangata,-46.2817,169.8464,67.37,65,4,6.08,NZ,2022-03-28 03:29:58
249,Renfrew,55.872,-4.3925,50.14,92,12,1.14,GB,2022-03-28 03:29:58
250,Airai,-8.9266,125.4092,72.84,60,99,1.41,TL,2022-03-28 03:29:58
251,Hit,33.6416,42.8251,49.62,58,0,11.14,IQ,2022-03-28 03:29:59
252,Roxana,10.2753,-83.7513,77.04,92,90,2.48,CR,2022-03-28 03:30:00
253,Talovaya,51.1144,40.73,22.35,77,75,15.43,RU,2022-03-28 03:30:00
254,Provideniya,64.3833,-173.3,21.36,73,0,0.0,RU,2022-03-28 03:30:01
255,Maningrida,-12.0667,134.2667,89.17,56,90,4.52,AU,2022-03-28 03:30:01
256,Songjianghe,42.1859,127.479,43.97,24,0,10.47,CN,2022-03-28 03:30:02
257,Nanortalik,60.1432,-45.2371,28.72,79,47,4.61,GL,2022-03-28 03:26:02
258,Maubin,16.7333,95.65,94.84,42,66,1.34,MM,2022-03-28 03:30:03
259,Lavumisa,-27.31,31.892,65.37,97,18,1.39,SZ,2022-03-28 03:30:04
260,Haines Junction,60.7522,-137.5108,31.95,55,84,9.22,CA,2022-03-28 03:30:05
261,Ulan-Ude,51.8261,107.6098,30.09,37,69,13.42,RU,2022-03-28 03:30:06
262,Nouadhibou,20.931,-17.0347,64.38,94,75,4.61,MR,2022-03-28 03:30:07
263,Vestmannaeyjar,63.4427,-20.2734,40.71,82,100,33.11,IS,2022-03-28 03:30:08
264,Coihaique,-45.5752,-72.0662,42.33,100,100,3.62,CL,2022-03-28 03:30:09
265,Ilulissat,69.2167,-51.1,32.02,43,48,24.16,GL,2022-03-28 03:21:00
266,Jalu,29.0331,21.5482,56.91,16,1,10.25,LY,2022-03-28 03:30:10
267,Ginda,30.6945,78.4932,73.76,14,22,5.08,IN,2022-03-28 03:30:11
268,Tecoanapa,16.5167,-98.75,77.11,62,94,2.82,MX,2022-03-28 03:30:11
269,Longyearbyen,78.2186,15.6401,4.84,78,20,14.97,SJ,2022-03-28 03:30:12
270,Arraial Do Cabo,-22.9661,-42.0278,76.23,91,55,6.91,BR,2022-03-28 03:22:14
271,Sitka,57.0531,-135.33,44.49,65,20,5.75,US,2022-03-28 03:30:12
272,Rancho Palos Verdes,33.7445,-118.387,59.41,78,75,5.75,US,2022-03-28 03:30:13
273,Chapais,49.7834,-74.8492,-2.42,93,100,10.04,CA,2022-03-28 03:31:13
274,Abu Samrah,35.3029,37.1841,42.35,70,0,4.25,SY,2022-03-28 03:31:14
275,Escanaba,45.7453,-87.0646,17.91,62,0,6.91,US,2022-03-28 03:31:14
276,Luderitz,-26.6481,15.1594,62.06,74,0,2.46,NA,2022-03-28 03:31:14
277,Geraldton,-28.7667,114.6,90.01,51,48,17.27,AU,2022-03-28 03:31:15
278,Kyra,49.5776,111.9753,32.58,47,100,11.12,RU,2022-03-28 03:31:15
279,Warmbad,-28.45,18.7333,76.28,25,66,0.85,NA,2022-03-28 03:31:15
280,Bereda,43.2686,-7.5406,49.57,80,100,1.3,ES,2022-03-28 03:31:16
281,Mocuba,-16.8392,36.9856,71.37,99,100,3.76,MZ,2022-03-28 03:31:16
282,San Carlos De Bariloche,-41.1456,-71.3082,47.95,57,40,12.66,AR,2022-03-28 03:29:42
283,Nikolskoye,59.7035,30.7861,23.72,94,100,13.29,RU,2022-03-28 03:31:17
284,Bethel,41.3712,-73.414,32.49,53,100,17.27,US,2022-03-28 03:18:05
285,Santa Isabel,-23.3156,-46.2214,70.9,99,100,2.55,BR,2022-03-28 03:31:17
286,Arlit,18.7369,7.3853,70.65,7,0,3.67,NE,2022-03-28 03:31:18
287,Manzanillo,20.3433,-77.1167,70.14,65,27,11.68,CU,2022-03-28 03:31:18
288,Otjimbingwe,-22.35,16.1333,69.67,61,4,2.89,NA,2022-03-28 03:31:18
289,Polysayevo,54.6012,86.2459,25.14,73,23,5.68,RU,2022-03-28 03:31:19
290,Kalemie,-5.9475,29.1947,69.53,87,64,0.58,CD,2022-03-28 03:31:19
291,Gao,16.6362,1.637,75.42,7,8,12.06,ML,2022-03-28 03:31:20
292,Ancud,-41.8697,-73.8203,54.23,82,83,17.76,CL,2022-03-28 03:31:23
293,Komsomolskiy,40.4272,71.7189,50.72,57,4,6.91,UZ,2022-03-28 03:31:26
294,Kidal,18.4411,1.4078,77.45,8,68,11.05,ML,2022-03-28 03:31:26
