City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
598,Shu,KZ,67.66,overcast clouds,43.5983,73.7614,Shyngyzkhan
599,Pemangkat,ID,83.14,overcast clouds,1.1667,108.9667,Ramah Kost KITA
603,Tres Arroyos,AR,59.95,scattered clouds,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
604,Tocopilla,CL,66.24,scattered clouds,-22.092,-70.1979,Hotel Galvarino
607,Kampong Cham,KH,86.58,overcast clouds,11.9934,105.4635,7 Makara Hotel
608,Buta,CD,70.0,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
609,Payo,ID,74.7,overcast clouds,-3.7508,103.6372,Mess keban agung
610,Kattivakkam,IN,86.09,scattered clouds,13.2167,80.3167,Euronova Freezer
611,Tyup,KG,59.58,scattered clouds,42.7276,78.3648,"Yurtochnyy Gorodok ""Ybrayym-Nur"""
612,Gold Coast,AU,81.9,scattered clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
613,Lahad Datu,MY,85.77,overcast clouds,5.0268,118.327,The 27th House
615,Russell,US,74.48,few clouds,32.3502,-85.1999,Macs
616,Qandala,SO,79.14,clear sky,11.472,49.8728,
618,Yazd,IR,64.51,clear sky,31.8972,54.3675,Mozaffar Traditional Hotel
619,Owando,CG,70.18,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
620,Dwarka,IN,81.48,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
622,Chitipa,MW,60.84,light rain,-9.7024,33.2697,Tulipoka Lodges
624,Hoquiam,US,56.93,overcast clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
625,Praia Da Vitoria,PT,62.76,overcast clouds,38.7333,-27.0667,Hotel Branco I
628,Guye,CN,60.76,clear sky,39.7333,118.4167,Peace Hotel
630,Rayagada,IN,88.65,overcast clouds,19.1667,83.4167,"Hotel Swagath, Rayagada"
632,Shenjiamen,CN,61.63,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
633,Luanda,AO,76.46,overcast clouds,-8.8368,13.2343,EPIC SANA Luanda
637,Gualeguay,AR,66.06,few clouds,-33.1416,-59.3097,Faro del Lago
638,Calama,CL,62.04,broken clouds,-22.4667,-68.9333,Park Hotel Calama
640,Bud,US,50.68,few clouds,39.447,-86.1758,Ted McQuinn Trust
641,Ashqelon,IL,62.49,broken clouds,31.6693,34.5715,Leonardo Ashkelon
642,Bonoua,CI,76.6,overcast clouds,5.2741,-3.595,Hotel Bon Samaritian
643,Tottori,JP,62.87,broken clouds,35.5,134.2333,Hotel Monarque Tottori
644,George,ZA,53.96,scattered clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
645,Odweyne,SO,66.52,clear sky,9.4092,45.064,Eng Hiirey House
646,Rincon,US,69.85,overcast clouds,32.296,-81.2354,Days Inn Rincon
648,Socorro,US,80.19,clear sky,31.6546,-106.3033,guarderia imss papalote
649,Cotacachi,EC,54.27,broken clouds,0.3,-78.2667,La Mirage Garden Hotel And Spa
650,Peniche,PT,56.28,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
651,Balkhash,KZ,54.21,clear sky,46.844,74.9804,Family
652,Hede,CN,65.57,clear sky,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
653,Trelew,AR,56.46,overcast clouds,-43.249,-65.3051,Hotel Touring Club
654,Mithi,PK,87.82,scattered clouds,24.7318,69.7981,Ashiyana guest house
655,Broome,US,51.19,overcast clouds,42.2506,-75.833,Chenango Valley State Park
656,Ugoofaaru,MV,83.41,few clouds,5.6667,73.0,Ungoofaaru Inn
659,Jutai,BR,73.29,broken clouds,-5.1833,-68.9,
660,Eyl,SO,76.66,clear sky,7.9803,49.8164,Amiin Hotel
661,Riyadh,SA,75.92,few clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
662,Lagoa,PT,60.75,overcast clouds,39.05,-27.9833,Casa Das Faias
663,Tupancireta,BR,63.18,overcast clouds,-29.0806,-53.8358,Hotel Cassino
668,Cuamba,MZ,67.35,overcast clouds,-14.8031,36.5372,Hotel Vision
672,Havelock,US,68.97,scattered clouds,34.8791,-76.9013,Sherwood Motel
673,Ilo,PE,67.75,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
674,Waitati,NZ,56.8,scattered clouds,-45.75,170.5667,Arden Country House BnB Dunedin
675,Sao Joao Do Piaui,BR,75.69,broken clouds,-8.3581,-42.2467,Nayra Palace Hotel
678,Bontang,ID,80.28,light rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
680,Emerald,AU,79.59,broken clouds,-23.5333,148.1667,The Irish Village
681,Margate,GB,50.88,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
683,Hobyo,SO,79.99,clear sky,5.3505,48.5268,Iftin hotel hobyo
685,Ipinda,TZ,70.29,broken clouds,-9.4833,33.9,
686,Ohara,JP,58.19,overcast clouds,35.25,140.3833,Sakigake
687,Caohai,CN,55.53,few clouds,26.8661,104.2841,Jinhua Hotel
688,Shihezi,CN,71.73,scattered clouds,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
690,Jining,CN,67.6,clear sky,35.405,116.5814,Yunhe Star Hotel
691,Gijon,ES,54.86,broken clouds,43.5357,-5.6615,Hotel Norte
692,Itoman,JP,73.4,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
693,Arona,ES,55.13,scattered clouds,28.0996,-16.681,Paradise Court
694,Sur,OM,84.9,clear sky,22.5667,59.5289,Sur Plaza Hotel
697,Dzaoudzi,YT,78.69,clear sky,-12.7887,45.2699,Le Rocher
698,El Alto,PE,71.55,few clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
699,Changji,CN,72.39,clear sky,44.0167,87.3167,Lvye Holiday Resort
702,Lima,PE,72.9,scattered clouds,-12.0432,-77.0282,Hotel Kamana
703,Piranshahr,IR,52.3,overcast clouds,36.701,45.1413,مسافر خانه سعدی
